App_Id,App_Name,AppStore_Url,Primary_Genre,Content_Rating,Size_Bytes,Required_IOS_Version,Released,Updated,Version,Price,Currency,Free,DeveloperId,Developer,Developer_Url,Developer_Website,Average_User_Rating,Reviews,Current_Version_Score,Current_Version_Reviews
com.hkbu.arc.apaper,A+ Paper Guide,https://apps.apple.com/us/app/a-paper-guide/id1277517387?uo=4,Education,4+,21993472,8.0,2017-09-28T03:02:41Z,2018-12-21T21:30:36Z,1.1.2,0.0,USD,True,1375410542,HKBU ARC,https://apps.apple.com/us/developer/hkbu-arc/id1375410542?uo=4,,0.0,0,0.0,0
com.dragonclash.Idlegames,Dragon Clash - Merge&Idle Game,https://apps.apple.com/us/app/dragon-clash-merge-idle-game/id1490963569?uo=4,Games,4+,379350016,9.0,2020-01-02T08:00:00Z,2020-01-02T08:00:00Z,1.0.0,0.0,USD,True,1502963654,云凤 曹,https://apps.apple.com/us/developer/%E4%BA%91%E5%87%A4-%E6%9B%B9/id1502963654?uo=4,,2.53846,13,2.53846,13
com.ersinergul.deadsXstanbul,DeadsXstanbul,https://apps.apple.com/us/app/deadsxstanbul/id1350147530?uo=4,Games,17+,376177664,9.0,2018-03-24T20:18:41Z,2018-05-09T14:47:37Z,1.0.1,0.0,USD,True,1296676573,Ersin Ergul,https://apps.apple.com/us/developer/ersin-ergul/id1296676573?uo=4,http://www.deadsxstanbul.com/,0.0,0,0.0,0
com.smartestmedia.holylebanon,Holy Lebanon,https://apps.apple.com/us/app/holy-lebanon/id1391054579?uo=4,Travel,4+,54787072,9.0,2018-07-02T04:08:49Z,2018-07-02T04:08:49Z,1.0,0.0,USD,True,588288149,Elias Chaer,https://apps.apple.com/us/developer/elias-chaer/id588288149?uo=4,,5.0,3,5.0,3
com.vui.taptapiphone,TAPTAP - Tích điểm đổi Voucher,https://apps.apple.com/us/app/taptap-t%C3%ADch-%C4%91i%E1%BB%83m-%C4%91%E1%BB%95i-voucher/id1487758263?uo=4,Lifestyle,17+,165422080,10.0,2019-12-31T08:00:00Z,2021-09-01T02:33:01Z,2.0.10,0.0,USD,True,1582429138,VUI VIETNAM TRADING COMPANY LIMITED,https://apps.apple.com/us/developer/vui-vietnam-trading-company-limited/id1582429138?uo=4,,4.0,4,4.0,4
com.jarvapps.GeoExpertCanada.Mac,GeoExpert - Canada Geography,https://apps.apple.com/us/app/geoexpert-canada-geography/id829068323?mt=12&uo=4,Games,4+,26098290,10.6.6,2014-03-04T01:30:10Z,2017-10-06T18:37:59Z,4.4.0,4.99,USD,False,492684294,Sierra Chica Software SL,https://apps.apple.com/us/developer/sierra-chica-software-sl/id492684294?mt=12&uo=4,http://www.educaPix.com,0.0,0,0.0,0
jordainsharma.LearningApp,Study Guru A+,https://apps.apple.com/us/app/study-guru-a/id1423962358?uo=4,Education,4+,8641536,11.2,2018-08-13T06:30:32Z,2018-08-14T18:10:03Z,1.0.1,0.99,USD,False,1423962357,Jordain Sharma,https://apps.apple.com/us/developer/jordain-sharma/id1423962357?uo=4,https://twitter.com/StudyGuruA1,5.0,2,5.0,2
uk.co.proverb2.midilooper,MIDI Looper LIVE,https://apps.apple.com/us/app/midi-looper-live/id1495583811?uo=4,Music,4+,4276224,13.1,2020-04-11T07:00:00Z,2020-05-16T10:10:47Z,1.0.2,4.99,USD,False,485088804,Proverb2 Limited,https://apps.apple.com/us/developer/proverb2-limited/id485088804?uo=4,https://choralcode.uk/midi-looper-live/,4.0,1,4.0,1
com.hfg.parallelroomescape,Parallel Room Escape,https://apps.apple.com/us/app/parallel-room-escape/id1538538276?uo=4,Games,12+,150767616,10.0,2020-12-03T08:00:00Z,2021-02-26T21:05:24Z,1.2,0.0,USD,True,1494267166,HFG ENTERTAINMENTS,https://apps.apple.com/us/developer/hfg-entertainments/id1494267166?uo=4,,3.93333,15,3.93333,15
com.neemo.rappy10,Rappy 10,https://apps.apple.com/us/app/rappy-10/id1262423724?uo=4,Food & Drink,12+,18495488,7.1,2017-07-23T17:08:21Z,2017-07-23T17:08:21Z,8.8,0.0,USD,True,858045800,Rodrigo Ferreira,https://apps.apple.com/us/developer/rodrigo-ferreira/id858045800?uo=4,http://neemo.com.br,0.0,0,0.0,0
com.taksimbilisim.Yerel-Medya,Artı Dijital Medya,https://apps.apple.com/us/app/art%C4%B1-dijital-medya/id593435447?uo=4,Entertainment,4+,977920,13.1,2013-01-17T22:22:44Z,2020-02-20T21:38:19Z,3.0,0.0,USD,True,1453356696,GUC TELEKOM MEDYA VE ILETISIM TICARET ANONIM SIRKETI,https://apps.apple.com/us/developer/guc-telekom-medya-ve-iletisim-ticaret-anonim-sirketi/id1453356696?uo=4,http://www.artiyerelmedya.com,3.0,2,3.0,2
com.vrmetro.hairmx,Hair Mechanix,https://apps.apple.com/us/app/hair-mechanix/id1255252244?uo=4,Business,4+,59467776,9.0,2017-07-06T19:46:03Z,2021-09-16T12:43:16Z,2.0.5,0.0,USD,True,1210195280,Bring em Back Apps,https://apps.apple.com/us/developer/bring-em-back-apps/id1210195280?uo=4,,4.42856,7,4.42856,7
com.block.puzzle.jigsaw.picture.gallery.ios,Block Puzzle - Jigsaw Gallery,https://apps.apple.com/us/app/block-puzzle-jigsaw-gallery/id1535739964?uo=4,Games,4+,202992640,9.0,2020-11-11T08:00:00Z,2021-10-12T06:53:58Z,1.8.0,0.0,USD,True,1457806030,"Hong Hai Wu Xian Technology Development Co., Ltd.",https://apps.apple.com/us/developer/hong-hai-wu-xian-technology-development-co-ltd/id1457806030?uo=4,http://blockpuzzle.net,4.85881,1785,4.85881,1785
zenith.agagames,Agagames narrative augioquests,https://apps.apple.com/us/app/agagames-narrative-augioquests/id1483604933?uo=4,Games,12+,13181952,10.0,2020-01-02T08:00:00Z,2021-07-28T10:30:20Z,1.047,0.0,USD,True,1483604932,Zenith studio,https://apps.apple.com/us/developer/zenith-studio/id1483604932?uo=4,https://agagames.app,0.0,0,0.0,0
arhimedia.emg.novipazar,Guide through Novi Pazar,https://apps.apple.com/us/app/guide-through-novi-pazar/id1517153035?uo=4,Education,4+,324935680,7.0,2020-06-07T07:00:00Z,2020-09-28T15:44:41Z,1.2,0.0,USD,True,1457834550,Dusan Tatic,https://apps.apple.com/us/developer/dusan-tatic/id1457834550?uo=4,,0.0,0,0.0,0
com.grafenit.businessprovider,Business Provider,https://apps.apple.com/us/app/business-provider/id1584827697?uo=4,Utilities,17+,112332800,12.0,2021-09-14T07:00:00Z,2021-09-14T13:19:24Z,1.0.3,0.0,USD,True,1584827699,Grafenit,https://apps.apple.com/us/developer/grafenit/id1584827699?uo=4,https://www.grafenit.com/,0.0,0,0.0,0
com.HyperartFlow.Kaka,Kaka,https://apps.apple.com/us/app/kaka/id1434172933?mt=12&uo=4,Lifestyle,4+,14117499,10.10,2018-08-29T18:25:14Z,2019-01-15T08:33:53Z,1.1.4,0.0,USD,True,1278994432,Xiang He,https://apps.apple.com/us/developer/xiang-he/id1278994432?mt=12&uo=4,,0.0,0,0.0,0
at.external.stup,StUp,https://apps.apple.com/us/app/stup/id1462512092?uo=4,News,12+,70745088,8.0,2019-05-17T06:13:59Z,2020-07-09T08:13:43Z,1.0.15,0.0,USD,True,1462512091,Mathias Wegerer,https://apps.apple.com/us/developer/mathias-wegerer/id1462512091?uo=4,,0.0,0,0.0,0
com.telefonica.petntrack,Rastreamento Telefônica,https://apps.apple.com/us/app/rastreamento-telef%C3%B4nica/id1170959936?uo=4,Lifestyle,4+,57312256,11.4,2016-11-11T01:45:17Z,2019-09-28T18:36:25Z,2.5.6,0.0,USD,True,1170959935,Nicolas Wernicke,https://apps.apple.com/us/developer/nicolas-wernicke/id1170959935?uo=4,,4.0,1,4.0,1
com.mob3dgamers.high.school.bad.boys,High School Bad Boys Fight,https://apps.apple.com/us/app/high-school-bad-boys-fight/id1585138833?uo=4,Games,12+,181565440,10.0,2021-09-20T07:00:00Z,2021-09-20T08:00:36Z,1.0,0.0,USD,True,1561742741,Amir Khurshid,https://apps.apple.com/us/developer/amir-khurshid/id1561742741?uo=4,http://dreamgamersstudio.com/,3.0,2,3.0,2
com.listener-interactive.wuft,WUFT Classic Public Radio App,https://apps.apple.com/us/app/wuft-classic-public-radio-app/id1054508746?uo=4,Music,4+,55929856,9.0,2015-11-20T02:37:29Z,2020-11-24T17:56:48Z,4.4.69,0.0,USD,True,452120888,University of Florida,https://apps.apple.com/us/developer/university-of-florida/id452120888?uo=4,http://www.wuft.org,4.66667,12,4.66667,12
com.gbrlcm.Arnold,Arnold - Workout Assistant,https://apps.apple.com/us/app/arnold-workout-assistant/id1578770981?uo=4,Health & Fitness,4+,1597440,14.5,2021-08-05T07:00:00Z,2021-08-20T03:05:36Z,1.0.2.1,0.0,USD,True,1570749054,Gabriel Ferreira de Carvalho,https://apps.apple.com/us/developer/gabriel-ferreira-de-carvalho/id1570749054?uo=4,,0.0,0,0.0,0
com.cammob.publicservice,Cambodia Public Services,https://apps.apple.com/us/app/cambodia-public-services/id1168922309?uo=4,Book,4+,22595584,8.0,2016-10-29T05:15:05Z,2016-10-29T05:15:05Z,1.0,0.0,USD,True,1525978038,"National Institute of Posts, Telecommunications and ICT",https://apps.apple.com/us/developer/national-institute-of-posts-telecommunications-and-ict/id1525978038?uo=4,https://niptict.edu.kh/,4.46666,15,4.46666,15
com.xgb.youx,AR-You-X,https://apps.apple.com/us/app/ar-you-x/id1573449956?uo=4,Utilities,4+,213806080,13.0,2021-07-02T07:00:00Z,2021-08-23T11:02:33Z,1.0.1,0.0,USD,True,1557534279,Xperialab Lda,https://apps.apple.com/us/developer/xperialab-lda/id1557534279?uo=4,https://you-x.eu/ar-you-x,0.0,0,0.0,0
com.iwazowski.heyya,Griddy Plus Split Pic in Grid,https://apps.apple.com/us/app/griddy-plus-split-pic-in-grid/id1524672739?uo=4,Social Networking,4+,2922496,13.0,2020-07-26T07:00:00Z,2020-07-26T20:39:51Z,1.2,0.99,USD,False,381053112,iWazowski.com,https://apps.apple.com/us/developer/iwazowski-com/id381053112?uo=4,https://pgdmobile.com,0.0,0,0.0,0
com.eventthai.eventpass,EventPass,https://apps.apple.com/us/app/eventpass/id1068417987?uo=4,Lifestyle,4+,41945088,10.0,2016-01-12T23:47:16Z,2021-08-11T16:41:59Z,5.1.14,0.0,USD,True,969891478,Eventthai,https://apps.apple.com/us/developer/eventthai/id969891478?uo=4,http://www.eventpass.co,0.0,0,0.0,0
com.subsplashconsulting.47KM37,King's Cross Church OC,https://apps.apple.com/us/app/kings-cross-church-oc/id1549246782?uo=4,Education,4+,28547072,12.2,2021-01-16T08:00:00Z,2021-08-02T09:37:55Z,5.15.0,0.0,USD,True,1549246784,King's Cross Church of Orange County,https://apps.apple.com/us/developer/kings-cross-church-of-orange-county/id1549246784?uo=4,https://subsplash.com,0.0,0,0.0,0
com.rebanking,Reba,https://apps.apple.com/us/app/reba/id1447524941?uo=4,Finance,4+,108730368,11.0,2019-06-13T16:30:57Z,2021-08-26T13:13:33Z,2.7.1,0.0,USD,True,1311789512,TRANSATLANTICA COMPANIA FINANCIERA S.A.,https://apps.apple.com/us/developer/transatlantica-compania-financiera-s-a/id1311789512?uo=4,https://rebanking.com,4.15385,13,4.15385,13
com.gallusgolf.c1367.ios.tmgc,Trempealeau Mountain Golf,https://apps.apple.com/us/app/trempealeau-mountain-golf/id1545645758?uo=4,Sports,4+,61925376,11.0,2020-12-21T08:00:00Z,2021-04-22T21:44:34Z,4.12.00,0.0,USD,True,1545645760,Trempealeau Mountain Golf Club,https://apps.apple.com/us/developer/trempealeau-mountain-golf-club/id1545645760?uo=4,,0.0,0,0.0,0
com.bloomingkids.CanadianMoneyMatrix,Money Matrix (CAD),https://apps.apple.com/us/app/money-matrix-cad/id581120498?uo=4,Education,4+,76707840,11.0,2013-01-30T19:57:51Z,2019-12-03T01:11:00Z,1.5,0.0,USD,True,501015942,Blooming Kids Software LLC,https://apps.apple.com/us/developer/blooming-kids-software-llc/id501015942?uo=4,http://bloomingkids.com/contact_us.html,5.0,1,5.0,1
br.com.censupeg.app,Censupeg Digital,https://apps.apple.com/us/app/censupeg-digital/id1438002782?uo=4,Education,4+,138571776,8.0,2018-10-10T04:42:51Z,2021-06-10T20:59:23Z,3.9,0.0,USD,True,1194611037,Unimestre - Sistema de Gestão Educacional,https://apps.apple.com/us/developer/unimestre-sistema-de-gest%C3%A3o-educacional/id1194611037?uo=4,,0.0,0,0.0,0
com.findurmeal.captaincooks,Captain Cook's Restaurant,https://apps.apple.com/us/app/captain-cooks-restaurant/id1514847119?uo=4,Food & Drink,17+,29992960,12.0,2021-07-09T07:00:00Z,2021-07-09T13:29:16Z,1.0.3,0.0,USD,True,1458647820,Muhammad Shirjeel Jamal,https://apps.apple.com/us/developer/muhammad-shirjeel-jamal/id1458647820?uo=4,,0.0,0,0.0,0
com.caritovene.hawaiianmusicliveexpo,Hawaiian Music Live,https://apps.apple.com/us/app/hawaiian-music-live/id1514733056?uo=4,Music,12+,87725056,10.0,2020-05-23T07:00:00Z,2020-05-23T09:06:47Z,1.0,0.0,USD,True,1506514592,Nairobys Montano Gallegos,https://apps.apple.com/us/developer/nairobys-montano-gallegos/id1506514592?uo=4,,0.0,0,0.0,0
com.daxauction.app,DAX Marketplace,https://apps.apple.com/us/app/dax-marketplace/id1562713369?uo=4,Business,4+,50136064,9.0,2021-04-16T07:00:00Z,2021-07-01T23:51:28Z,2.9.73,0.0,USD,True,1562713371,Dealers Auction Xchange LLC,https://apps.apple.com/us/developer/dealers-auction-xchange-llc/id1562713371?uo=4,https://www.daxauction.com,0.0,0,0.0,0
com.bidwrangler.beckestates,Beck Estates,https://apps.apple.com/us/app/beck-estates/id1190725261?uo=4,Business,9+,46497792,10.2,2017-01-04T14:36:10Z,2021-03-17T00:03:22Z,2.7.3,0.0,USD,True,1558218245,Beck Estates LLC,https://apps.apple.com/us/developer/beck-estates-llc/id1558218245?uo=4,,5.0,1,5.0,1
com.cookiejardevelopment.IncidentResponsePocketGuide,Mobile IRPG,https://apps.apple.com/us/app/mobile-irpg/id1390340563?uo=4,Reference,4+,14420992,11.3,2018-06-28T14:49:10Z,2018-06-28T14:49:10Z,1.01,1.99,USD,False,496138296,Cookie Jar Development,https://apps.apple.com/us/developer/cookie-jar-development/id496138296?uo=4,http://www.cookiejardevelopment.com,3.57143,7,3.57143,7
co.kr.ktb.mobiletrading,KTB 빙고스마트(계좌개설 겸용),https://apps.apple.com/us/app/ktb-%EB%B9%99%EA%B3%A0%EC%8A%A4%EB%A7%88%ED%8A%B8-%EA%B3%84%EC%A2%8C%EA%B0%9C%EC%84%A4-%EA%B2%B8%EC%9A%A9/id1459456319?uo=4,Finance,4+,119406592,9.0,2019-09-16T07:00:00Z,2021-10-08T08:33:20Z,2.14.0,0.0,USD,True,386772315,KTB Securities,https://apps.apple.com/us/developer/ktb-securities/id386772315?uo=4,http://www.ktb.co.kr,1.0,1,1.0,1
com.app.Fiji-Music,Fiji Music,https://apps.apple.com/us/app/fiji-music/id1526123482?uo=4,Music,4+,866304,12.0,2020-09-11T07:00:00Z,2021-10-03T04:05:25Z,3.0.0,0.0,USD,True,1520151986,Gateway Technology Solutions PTE LTD,https://apps.apple.com/us/developer/gateway-technology-solutions-pte-ltd/id1520151986?uo=4,,0.0,0,0.0,0
br.com.cadena.smartradio.cowboyfm,"Cowboy FM 107,9",https://apps.apple.com/us/app/cowboy-fm-107-9/id1553805430?uo=4,Entertainment,4+,43510784,11.0,2021-02-16T08:00:00Z,2021-09-28T15:18:44Z,2.0.0,0.0,USD,True,1553805432,Cowboy FM,https://apps.apple.com/us/developer/cowboy-fm/id1553805432?uo=4,https://www.cowboyfm.com.br,0.0,0,0.0,0
jp.laboratoryvorsnailsdoor.2287,Laboratory Vors & Nailsdoor,https://apps.apple.com/us/app/laboratory-vors-nailsdoor/id1581942484?uo=4,Lifestyle,4+,6422528,8.0,2021-08-19T07:00:00Z,2021-10-07T11:49:22Z,1.211007.0,0.0,USD,True,1585297793,Seiko Ikarashi,https://apps.apple.com/us/developer/seiko-ikarashi/id1585297793?uo=4,,0.0,0,0.0,0
jp.crz.hycro.kalliopeia,Kalliopeia,https://apps.apple.com/us/app/kalliopeia/id1063951043?uo=4,Music,4+,3948544,9.0,2015-12-14T02:49:19Z,2018-10-27T19:24:14Z,1.4.1,4.99,USD,False,654717473,YU HASHIZUME,https://apps.apple.com/us/developer/yu-hashizume/id654717473?uo=4,,3.5,2,3.5,2
com.t2s.monsmassala795409,Mons Massala Hastings,https://apps.apple.com/us/app/mons-massala-hastings/id1437049968?uo=4,Food & Drink,4+,57573376,9.0,2018-09-24T07:07:13Z,2018-09-24T07:07:13Z,7.4,0.0,USD,True,991472673,Touch2Success,https://apps.apple.com/us/developer/touch2success/id991472673?uo=4,,0.0,0,0.0,0
com.echurchapps.eagledrive,Eagle Drive Church,https://apps.apple.com/us/app/eagle-drive-church/id1126162143?uo=4,Lifestyle,12+,40861696,10.0,2016-06-21T22:40:12Z,2019-08-27T17:24:39Z,15.12.0,0.0,USD,True,1476106490,EAGLE DRIVE BAPTIST CHURCH,https://apps.apple.com/us/developer/eagle-drive-baptist-church/id1476106490?uo=4,,5.0,1,5.0,1
com.digifunstudios.spikebird,Stupid Birds – Avoid the spikes,https://apps.apple.com/us/app/stupid-birds-avoid-the-spikes/id914442046?uo=4,Games,4+,10814464,6.0,2014-10-28T02:12:57Z,2014-10-30T01:13:40Z,1.1,0.0,USD,True,486433492,Digifun Studios,https://apps.apple.com/us/developer/digifun-studios/id486433492?uo=4,http://www.digifunstudios.com,0.0,0,0.0,0
com.StPeterCOGIC.StPeterCOGIC,St Peter COGIC,https://apps.apple.com/us/app/st-peter-cogic/id1549757624?uo=4,Lifestyle,17+,191600640,12.0,2021-01-22T08:00:00Z,2021-01-23T00:45:08Z,1.0,0.0,USD,True,1091649566,Jennifer Carrington,https://apps.apple.com/us/developer/jennifer-carrington/id1091649566?uo=4,,0.0,0,0.0,0
com.secure.beanbag,Beanbag - Home comfort app,https://apps.apple.com/us/app/beanbag-home-comfort-app/id1134915489?uo=4,Lifestyle,4+,50692096,10.0,2016-12-07T23:19:26Z,2020-01-18T02:44:07Z,1.0.8,0.0,USD,True,564768807,Secure Controls (UK) Ltd,https://apps.apple.com/us/developer/secure-controls-uk-ltd/id564768807?uo=4,,5.0,1,5.0,1
com.desappstre.TimerTV,Watch TV - A clock on your TV,https://apps.apple.com/us/app/watch-tv-a-clock-on-your-tv/id1514640090?uo=4,Lifestyle,4+,62897152,13.4,2020-05-21T07:00:00Z,2021-05-04T14:07:37Z,2.0,1.99,USD,False,898601649,Adolfo Vera Blasco,https://apps.apple.com/us/developer/adolfo-vera-blasco/id898601649?uo=4,,0.0,0,0.0,0
com.luckyjackpotcasino.keno4card,Keno Four Card,https://apps.apple.com/us/app/keno-four-card/id1215444205?uo=4,Games,17+,126141440,7.0,2017-05-10T08:02:52Z,2018-04-04T18:38:27Z,1.0.2,0.0,USD,True,1086415245,Lucky Jackpot Casino,https://apps.apple.com/us/developer/lucky-jackpot-casino/id1086415245?uo=4,http://luckyjackpotcasino.com,4.90896,703,4.90896,703
com.alienbal.police-helper,Police Helper,https://apps.apple.com/us/app/police-helper/id1551284232?uo=4,Reference,17+,7770112,14.1,2021-03-10T08:00:00Z,2021-07-17T22:20:18Z,1.5,0.0,USD,True,1551282980,Dmitry Balakirev,https://apps.apple.com/us/developer/dmitry-balakirev/id1551282980?uo=4,https://alienbal.com/,0.0,0,0.0,0
com.hippoapp.obrains,O'Briens,https://apps.apple.com/us/app/obriens/id515943418?uo=4,Business,4+,24968192,6.0,2012-04-10T00:21:34Z,2016-03-27T21:07:41Z,2.1.3,0.0,USD,True,391297312,"CHERNYE MEDVEDI, OOO",https://apps.apple.com/us/developer/chernye-medvedi-ooo/id391297312?uo=4,http://www.obriens.ru/,0.0,0,0.0,0
com.tenor.final,Tenor,https://apps.apple.com/us/app/tenor/id1508201416?uo=4,Social Networking,4+,89660416,10.0,2020-04-18T07:00:00Z,2020-05-04T20:41:31Z,1.5.0,0.0,USD,True,1482375233,Ryan Long,https://apps.apple.com/us/developer/ryan-long/id1482375233?uo=4,,4.75,12,4.75,12
com.daralmazad.auctionhouse.app,SOOM: Live Auctions - مزاد,https://apps.apple.com/us/app/soom-live-auctions-%D9%85%D8%B2%D8%A7%D8%AF/id1533224425?uo=4,Shopping,4+,39533568,14.0,2021-07-11T07:00:00Z,2021-10-01T14:14:36Z,1.0.3,0.0,USD,True,1486124785,The Taken Seat,https://apps.apple.com/us/developer/the-taken-seat/id1486124785?uo=4,,0.0,0,0.0,0
com.mippin.ios.mff8becc60d4a4e29a055dcfb58d4a1f7,Las Vegas Fire & Rescue,https://apps.apple.com/us/app/las-vegas-fire-rescue/id956844404?uo=4,Lifestyle,4+,24022016,7.0,2015-01-16T05:47:52Z,2017-10-11T09:35:16Z,2.6,0.0,USD,True,354143781,Appsme Ltd,https://apps.apple.com/us/developer/appsme-ltd/id354143781?uo=4,http://www.lasvegasfire.org/,5.0,1,5.0,1
com.sakurasmart.www,Sakura Smart,https://apps.apple.com/us/app/sakura-smart/id1488403951?uo=4,Utilities,4+,18823168,13.0,2020-02-02T08:00:00Z,2021-07-31T13:34:02Z,1.6.2,0.0,USD,True,1475409548,Connect Plus,https://apps.apple.com/us/developer/connect-plus/id1475409548?uo=4,http://sakura-smart.com,0.0,0,0.0,0
kr.co.pushapp.empresskorea,EmpressKorea,https://apps.apple.com/us/app/empresskorea/id1557875303?uo=4,Business,4+,38458368,9.0,2021-03-13T08:00:00Z,2021-03-13T12:38:47Z,1.0,0.0,USD,True,1557875305,HYANGLIM LEE,https://apps.apple.com/us/developer/hyanglim-lee/id1557875305?uo=4,,0.0,0,0.0,0
com.lindenmobile.bsc,Buurtsportcoaches,https://apps.apple.com/us/app/buurtsportcoaches/id823493361?uo=4,Business,4+,88309760,10.0,2014-03-13T13:42:01Z,2018-06-01T13:10:41Z,2.1,0.0,USD,True,1363875649,VSG Studie en Congres B.V.,https://apps.apple.com/us/developer/vsg-studie-en-congres-b-v/id1363875649?uo=4,http://www.sportindebuurt.nl/buurtsportcoaches/wat-zijn-buurtsportcoaches/,0.0,0,0.0,0
com.lenzetech.vilsom,Vilsom Home,https://apps.apple.com/us/app/vilsom-home/id1524405905?uo=4,Productivity,4+,14317568,11.0,2020-07-21T07:00:00Z,2020-08-05T22:28:43Z,1.0.2,0.0,USD,True,1558626379,云 刘,https://apps.apple.com/us/developer/%E4%BA%91-%E5%88%98/id1558626379?uo=4,http://www.vilsom.com/,2.91837,49,2.91837,49
com.pulpstrategy.photobomb,Photobomb.,https://apps.apple.com/us/app/photobomb/id1038037699?uo=4,Photo & Video,4+,91497472,9.0,2015-09-16T21:53:46Z,2018-01-20T00:34:23Z,2.6.1,0.0,USD,True,973140057,Pulp Strategy Communications,https://apps.apple.com/us/developer/pulp-strategy-communications/id973140057?uo=4,,1.0,1,1.0,1
com.inpeace.igrejacristosalvaministeriotiocassio.planaltopaulista,Cristo Salva,https://apps.apple.com/us/app/cristo-salva/id1503179037?uo=4,Lifestyle,4+,120141824,11.0,2020-04-02T07:00:00Z,2021-07-20T00:57:11Z,4.13.8,0.0,USD,True,1462632344,"INPEACE APP SOFTWARE DEVELOPMENT, LLC",https://apps.apple.com/us/developer/inpeace-app-software-development-llc/id1462632344?uo=4,https://inpeaceapp.com,5.0,1,5.0,1
com.shadyboshra2012.fantasyUltimate,Fantasy Ultimate,https://apps.apple.com/us/app/fantasy-ultimate/id1532603288?uo=4,Games,4+,120896512,10.0,2020-09-26T07:00:00Z,2021-09-26T16:00:48Z,1.8.7,0.0,USD,True,1532603290,Shady Boshra,https://apps.apple.com/us/developer/shady-boshra/id1532603290?uo=4,https://fantasyultimate.firebaseapp.com,5.0,2,5.0,2
com.rumimobile.jtrade,JTrade,https://apps.apple.com/us/app/jtrade/id1553727167?uo=4,Finance,17+,8951808,13.0,2021-03-02T08:00:00Z,2021-08-04T08:00:55Z,1.22,0.0,USD,True,1553727169,Joindre Capital Services Pvt. Ltd.,https://apps.apple.com/us/developer/joindre-capital-services-pvt-ltd/id1553727169?uo=4,https://www.joindre.com,0.0,0,0.0,0
ru.soNssLowh.rV.5006,ChickenAsia,https://apps.apple.com/us/app/chickenasia/id1542948555?uo=4,Food & Drink,4+,37025792,12.0,2020-12-03T08:00:00Z,2021-05-02T19:21:07Z,6.5.0,0.0,USD,True,1528018909,Pavel Dolidov,https://apps.apple.com/us/developer/pavel-dolidov/id1528018909?uo=4,,0.0,0,0.0,0
com.make.Ubeauty,Ubeauty,https://apps.apple.com/us/app/ubeauty/id1489292280?uo=4,Lifestyle,17+,69342208,10.0,2019-12-07T08:00:00Z,2021-09-29T21:58:33Z,2.0.5,0.0,USD,True,1489292279,SARL Ubeauty,https://apps.apple.com/us/developer/sarl-ubeauty/id1489292279?uo=4,http://ubeauty.fr/,0.0,0,0.0,0
com.btknet.mobile,Mobile-Banking BTK,https://apps.apple.com/us/app/mobile-banking-btk/id985626101?uo=4,Finance,4+,4627456,6.0,2015-05-27T03:26:26Z,2015-05-27T03:26:26Z,4.15.0,0.0,USD,True,985626100,BTK BPCE,https://apps.apple.com/us/developer/btk-bpce/id985626100?uo=4,http://www.btknet.com,0.0,0,0.0,0
com.funnypack.fishingking,Fishing King :The Urban Angler,https://apps.apple.com/us/app/fishing-king-the-urban-angler/id1482586192?uo=4,Games,4+,248613888,9.0,2019-10-14T07:00:00Z,2019-11-27T03:34:08Z,1.0.2,0.0,USD,True,1215132088,FunnyPack Inc.,https://apps.apple.com/us/developer/funnypack-inc/id1215132088?uo=4,,2.0,4,2.0,4
com.WebCareHealth.WebCareHealth,WebCareHealth,https://apps.apple.com/us/app/webcarehealth/id1450947178?uo=4,Health & Fitness,12+,56409088,8.0,2019-01-31T20:25:40Z,2021-02-01T15:06:46Z,1.2.0,0.0,USD,True,1450947177,WebCareHealth,https://apps.apple.com/us/developer/webcarehealth/id1450947177?uo=4,https://www.webcarehealth.com/,5.0,4,5.0,4
com.ashit.hangman,Hangman for CM,https://apps.apple.com/us/app/hangman-for-cm/id1548701880?uo=4,Entertainment,4+,79120384,9.0,2021-02-05T08:00:00Z,2021-02-05T22:56:46Z,1.0,0.0,USD,True,1548091904,KRISHNABA JADEJA,https://apps.apple.com/us/developer/krishnaba-jadeja/id1548091904?uo=4,,0.0,0,0.0,0
com.fomas.Made-in-USA,United States of America emoji,https://apps.apple.com/us/app/united-states-of-america-emoji/id1253000435?uo=4,Stickers,4+,5518336,10.2,2017-06-27T23:31:34Z,2021-05-29T21:48:32Z,1.2,1.99,USD,False,1209833121,FOMICHEV DENIS,https://apps.apple.com/us/developer/fomichev-denis/id1209833121?uo=4,,0.0,0,0.0,0
com.openconceptsystems.ncss,NCSS Conference,https://apps.apple.com/us/app/ncss-conference/id1485516915?uo=4,Productivity,4+,21429248,8.0,2019-11-06T08:00:00Z,2019-11-11T23:02:11Z,1.3,0.0,USD,True,1485516914,National Council for the Social Studies,https://apps.apple.com/us/developer/national-council-for-the-social-studies/id1485516914?uo=4,https://www.agendapop.com,0.0,0,0.0,0
hr.onix-pu.OnixPhoneApp,Onix Phone,https://apps.apple.com/us/app/onix-phone/id1491507505?uo=4,Business,4+,41547776,11.0,2019-12-30T08:00:00Z,2021-03-17T17:19:27Z,20.2.7,0.0,USD,True,1491507504,Onix informatika d.o.o.,https://apps.apple.com/us/developer/onix-informatika-d-o-o/id1491507504?uo=4,https://onix-pu.hr,0.0,0,0.0,0
